DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,RELATE_RSTRNT_NM,RSTRNT_TEL_NO,RSTRNT_ADDR,REGIST_DE,CORE_KWRD_CN,OPN_DE
1237,겨울 얼음낚시와 기름진 맛을 즐기는 강원도 송어,"송어와 숭어는 이름이 비슷해 많은 사람이 헷갈려한다. 송어는 연어과의 물고기라서 살이 붉고 기름지지만, 숭어는 숭엇과에 속하며 살이 희다. 겨울철 강원도에서 열리는 여러 축제의 주인공은 송어다. 겨울에 살과 지방이 듬뿍 올라 연어와 같이 기름진 맛을 자랑하는 송어는 강원도의 민물에서 잘 찾아볼 수 있다. 송어 중 민물에 남은 송어를 산천어라 부르기도 한다.  산천어 축제는 얼음낚시의 즐거움과 함께 입안에서 살살 녹는 겨울 송어의 맛도 즐길 기회다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6314,,강원도,평창군,강원도 평창군 진부면 경강로 3554,우리양식횟집,0332421143,강원도 춘천시 우묵길60번길 26,20200917,"송어, 산천어, 바다송어, 무지개송어, 송어회",20221230
1238,겨울 얼음낚시와 기름진 맛을 즐기는 강원도 송어,"송어와 숭어는 이름이 비슷해 많은 사람이 헷갈려한다. 송어는 연어과의 물고기라서 살이 붉고 기름지지만, 숭어는 숭엇과에 속하며 살이 희다. 겨울철 강원도에서 열리는 여러 축제의 주인공은 송어다. 겨울에 살과 지방이 듬뿍 올라 연어와 같이 기름진 맛을 자랑하는 송어는 강원도의 민물에서 잘 찾아볼 수 있다. 송어 중 민물에 남은 송어를 산천어라 부르기도 한다.  산천어 축제는 얼음낚시의 즐거움과 함께 입안에서 살살 녹는 겨울 송어의 맛도 즐길 기회다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6314,,강원도,평창군,강원도 평창군 진부면 경강로 3554,평창송어,0332611160,강원도 춘천시 영서로 2155 2층,20200917,"송어, 산천어, 바다송어, 무지개송어, 송어회",20221230
1239,"배지근한 맛, 제주 접짝뼈국",제주도에 가면 먹어야 할 것도 많고 구경할 것도 많다. 육지와 사뭇 다른 기후와 특별한 먹거리들이 많다. 그 중 토속적이면서도 담백한 제주의 접짝뼈국은 일미다. 돼지 갈비뼈 부근의 부위를 사용해서 푹 고아내어 만드는 이 국에는 메밀가루가 들어가서 진득하면서도 고소한 풍미를 낸다. 제주방언으로 '배지근한 맛'이 바로 접짝뼈국의 맛이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/31/85726/92838/c/%EC%A0%91%EC%A7%9D%EB%BC%88%EA%B5%AD-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6512,,제주특별자치도,서귀포시,제주 서귀포시 표선면 서성일로 16,김재훈고사리육개장,,제주특별자치도 제주시 구남로2길 19,20201005,"접짝뼈, 접작뼈, 배지근, 돼지, 갈비",20221230
1240,"배지근한 맛, 제주 접짝뼈국",제주도에 가면 먹어야 할 것도 많고 구경할 것도 많다. 육지와 사뭇 다른 기후와 특별한 먹거리들이 많다. 그 중 토속적이면서도 담백한 제주의 접짝뼈국은 일미다. 돼지 갈비뼈 부근의 부위를 사용해서 푹 고아내어 만드는 이 국에는 메밀가루가 들어가서 진득하면서도 고소한 풍미를 낸다. 제주방언으로 '배지근한 맛'이 바로 접짝뼈국의 맛이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/31/85726/92838/c/%EC%A0%91%EC%A7%9D%EB%BC%88%EA%B5%AD-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6512,,제주특별자치도,서귀포시,제주 서귀포시 표선면 서성일로 16,만덕이네,0647873827,제주특별자치도 제주시 구좌읍 월정7길 28-21,20201005,"접짝뼈, 접작뼈, 배지근, 돼지, 갈비",20221230
1241,"배지근한 맛, 제주 접짝뼈국",제주도에 가면 먹어야 할 것도 많고 구경할 것도 많다. 육지와 사뭇 다른 기후와 특별한 먹거리들이 많다. 그 중 토속적이면서도 담백한 제주의 접짝뼈국은 일미다. 돼지 갈비뼈 부근의 부위를 사용해서 푹 고아내어 만드는 이 국에는 메밀가루가 들어가서 진득하면서도 고소한 풍미를 낸다. 제주방언으로 '배지근한 맛'이 바로 접짝뼈국의 맛이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/31/85726/92838/c/%EC%A0%91%EC%A7%9D%EB%BC%88%EA%B5%AD-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6512,,제주특별자치도,서귀포시,제주 서귀포시 표선면 서성일로 16,제주도감,0647457474,제주특별자치도 제주시 연북로 257,20201005,"접짝뼈, 접작뼈, 배지근, 돼지, 갈비",20221230
1242,"배지근한 맛, 제주 접짝뼈국",제주도에 가면 먹어야 할 것도 많고 구경할 것도 많다. 육지와 사뭇 다른 기후와 특별한 먹거리들이 많다. 그 중 토속적이면서도 담백한 제주의 접짝뼈국은 일미다. 돼지 갈비뼈 부근의 부위를 사용해서 푹 고아내어 만드는 이 국에는 메밀가루가 들어가서 진득하면서도 고소한 풍미를 낸다. 제주방언으로 '배지근한 맛'이 바로 접짝뼈국의 맛이다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/31/85726/92838/c/%EC%A0%91%EC%A7%9D%EB%BC%88%EA%B5%AD-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6512,,제주특별자치도,서귀포시,제주 서귀포시 표선면 서성일로 16,호로록,0647849696,제주특별자치도 서귀포시 성산읍 일주동로 4230,20201005,"접짝뼈, 접작뼈, 배지근, 돼지, 갈비",20221230
1243,"비리지 않고 담백해요, 각재기국","제주도의 바다 음식 중에는 ‘뭍사람들’인 외지인들에게 아주 생소한 음식들을 찾아볼 수 있다. 그중 하나가 각재기국으로써, 이름부터 처음 들어보는 생선을 사용한 요리다. 하지만, 여름철 휴양을 삼아 제주도까지 가서 각재기국을 먹지 않고 돌아왔다면 제주도를 제대로 맛본 것이 아니라고 여길 만큼 제주에서는 대표적인 여름철 향토음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6513,,제주특별자치도,,,돌하르방식당,0647527580,제주특별자치도 제주시 신산로11길 53,20201005,"전갱이, 각재기, 매가리, 전광어, 아지",20221230
1244,"비리지 않고 담백해요, 각재기국","제주도의 바다 음식 중에는 ‘뭍사람들’인 외지인들에게 아주 생소한 음식들을 찾아볼 수 있다. 그중 하나가 각재기국으로써, 이름부터 처음 들어보는 생선을 사용한 요리다. 하지만, 여름철 휴양을 삼아 제주도까지 가서 각재기국을 먹지 않고 돌아왔다면 제주도를 제대로 맛본 것이 아니라고 여길 만큼 제주에서는 대표적인 여름철 향토음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6513,,제주특별자치도,,,맛있는집,0647633760,제주특별자치도 서귀포시 중앙로 110,20201005,"전갱이, 각재기, 매가리, 전광어, 아지",20221230
1245,"비리지 않고 담백해요, 각재기국","제주도의 바다 음식 중에는 ‘뭍사람들’인 외지인들에게 아주 생소한 음식들을 찾아볼 수 있다. 그중 하나가 각재기국으로써, 이름부터 처음 들어보는 생선을 사용한 요리다. 하지만, 여름철 휴양을 삼아 제주도까지 가서 각재기국을 먹지 않고 돌아왔다면 제주도를 제대로 맛본 것이 아니라고 여길 만큼 제주에서는 대표적인 여름철 향토음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6513,,제주특별자치도,,,복희네각재기국,0647519009,제주특별자치도 제주시 복지로5길 16,20201005,"전갱이, 각재기, 매가리, 전광어, 아지",20221230
1246,"비리지 않고 담백해요, 각재기국","제주도의 바다 음식 중에는 ‘뭍사람들’인 외지인들에게 아주 생소한 음식들을 찾아볼 수 있다. 그중 하나가 각재기국으로써, 이름부터 처음 들어보는 생선을 사용한 요리다. 하지만, 여름철 휴양을 삼아 제주도까지 가서 각재기국을 먹지 않고 돌아왔다면 제주도를 제대로 맛본 것이 아니라고 여길 만큼 제주에서는 대표적인 여름철 향토음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6513,,제주특별자치도,,,앞뱅디식당,0647447942,제주특별자치도 제주시 선덕로 32,20201005,"전갱이, 각재기, 매가리, 전광어, 아지",20221230
1247,"섭을 모르면 섭섭해요, 강원도 섭국","값도 싸고 맛도 시원해서 서민의 대표 안줏거리인 홍합은 사실 해방 이후에 등장한 양식 홍합이다. 지중해를 그 원산지로 하는 양식 홍합은 진주담치라고도 불리는데, 이는 수입하여 양식하는 외래종이다. 우리 선조들이 먹었던 홍합 국물과는 크기로 보나 맛으로 보나 확연한 차이가 있다. 참홍합이라고 불리는 토종 홍합은 강원도 지역에서 ‘섭’이라는 이름으로 통한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6514,,강원도,,,구구집,0336361888,강원도 속초시 중앙로 341,20201005,"홍합, 홍합탕, 섭, 담치, 담채, 해장",20221230
1248,"섭을 모르면 섭섭해요, 강원도 섭국","값도 싸고 맛도 시원해서 서민의 대표 안줏거리인 홍합은 사실 해방 이후에 등장한 양식 홍합이다. 지중해를 그 원산지로 하는 양식 홍합은 진주담치라고도 불리는데, 이는 수입하여 양식하는 외래종이다. 우리 선조들이 먹었던 홍합 국물과는 크기로 보나 맛으로 보나 확연한 차이가 있다. 참홍합이라고 불리는 토종 홍합은 강원도 지역에서 ‘섭’이라는 이름으로 통한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6514,,강원도,,,뚝배기섭국,0336373777,강원도 속초시 중앙로 315 1층,20201005,"홍합, 홍합탕, 섭, 담치, 담채, 해장",20221230
1249,"섭을 모르면 섭섭해요, 강원도 섭국","값도 싸고 맛도 시원해서 서민의 대표 안줏거리인 홍합은 사실 해방 이후에 등장한 양식 홍합이다. 지중해를 그 원산지로 하는 양식 홍합은 진주담치라고도 불리는데, 이는 수입하여 양식하는 외래종이다. 우리 선조들이 먹었던 홍합 국물과는 크기로 보나 맛으로 보나 확연한 차이가 있다. 참홍합이라고 불리는 토종 홍합은 강원도 지역에서 ‘섭’이라는 이름으로 통한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6514,,강원도,,,섭죽마을,0336354279,강원도 속초시 관광로 352,20201005,"홍합, 홍합탕, 섭, 담치, 담채, 해장",20221230
1250,"섭을 모르면 섭섭해요, 강원도 섭국","값도 싸고 맛도 시원해서 서민의 대표 안줏거리인 홍합은 사실 해방 이후에 등장한 양식 홍합이다. 지중해를 그 원산지로 하는 양식 홍합은 진주담치라고도 불리는데, 이는 수입하여 양식하는 외래종이다. 우리 선조들이 먹었던 홍합 국물과는 크기로 보나 맛으로 보나 확연한 차이가 있다. 참홍합이라고 불리는 토종 홍합은 강원도 지역에서 ‘섭’이라는 이름으로 통한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6514,,강원도,,,청초수물회,0336355050,강원도 속초시 엑스포로 12-36,20201005,"홍합, 홍합탕, 섭, 담치, 담채, 해장",20221230
1251,아홉번 찌고 말리는 전설의 청양 구기자차,"영생과 젊음의 유지는 언제나 인류의 관심사였다. 절대군주 진시황의 불로초에서부터 조선 시대의 백과사전 기록, 그리고 헐리우드 스타들의 건강 비결로 이어지는 젊음의 열매가 있다. 그것은 바로 구기자, 그리고 그것을 찌고 말렸다가 따듯한 물로 우려내 마시는 구기자차다. 충청남도 청양군은 국내 대표적인 구기자 산지다. 전통 방법으로 찌고 말리는 구증구포의 방식으로 지역 명산물인 구기자차의 전설을 이어오고 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6515,,충청남도,청양군,,참동애농원,,충청남도 청양군 운곡면 청신로 1230-61,20201005,"구기자, 불로초, 구증구포",20221230
1252,아홉번 찌고 말리는 전설의 청양 구기자차,"영생과 젊음의 유지는 언제나 인류의 관심사였다. 절대군주 진시황의 불로초에서부터 조선 시대의 백과사전 기록, 그리고 헐리우드 스타들의 건강 비결로 이어지는 젊음의 열매가 있다. 그것은 바로 구기자, 그리고 그것을 찌고 말렸다가 따듯한 물로 우려내 마시는 구기자차다. 충청남도 청양군은 국내 대표적인 구기자 산지다. 전통 방법으로 찌고 말리는 구증구포의 방식으로 지역 명산물인 구기자차의 전설을 이어오고 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6515,,충청남도,청양군,,청양식품,0419429997,충청남도 청양군 정산면 대박길 155,20201005,"구기자, 불로초, 구증구포",20221230
1253,아홉번 찌고 말리는 전설의 청양 구기자차,"영생과 젊음의 유지는 언제나 인류의 관심사였다. 절대군주 진시황의 불로초에서부터 조선 시대의 백과사전 기록, 그리고 헐리우드 스타들의 건강 비결로 이어지는 젊음의 열매가 있다. 그것은 바로 구기자, 그리고 그것을 찌고 말렸다가 따듯한 물로 우려내 마시는 구기자차다. 충청남도 청양군은 국내 대표적인 구기자 산지다. 전통 방법으로 찌고 말리는 구증구포의 방식으로 지역 명산물인 구기자차의 전설을 이어오고 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6515,,충청남도,청양군,,청양청정구기자농장,,충청남도 청양군 운곡면 청신로 592,20201005,"구기자, 불로초, 구증구포",20221230
1254,아홉번 찌고 말리는 전설의 청양 구기자차,"영생과 젊음의 유지는 언제나 인류의 관심사였다. 절대군주 진시황의 불로초에서부터 조선 시대의 백과사전 기록, 그리고 헐리우드 스타들의 건강 비결로 이어지는 젊음의 열매가 있다. 그것은 바로 구기자, 그리고 그것을 찌고 말렸다가 따듯한 물로 우려내 마시는 구기자차다. 충청남도 청양군은 국내 대표적인 구기자 산지다. 전통 방법으로 찌고 말리는 구증구포의 방식으로 지역 명산물인 구기자차의 전설을 이어오고 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6515,,충청남도,청양군,,충남농업기술원구기자연구소,0419428581,충청남도 청양군 운곡면 청신로 610,20201005,"구기자, 불로초, 구증구포",20221230
1255,"제주도만의 족발, 아강발을 아시나요?","한국인이 사랑하는 야식 목록에서 빠질 수 없는 것이 족발이다. 쫀득쫀득하면서 기름진 풍미가 한껏 차오른 돼지의 발은 콜라겐을 풍부하게 함유하고 있으면서 맛도 좋아 대한민국 대표 야식의 위치를 굳건히 지키고 있다. 하지만 족발의 인기에 비해 아강발이라는 이름의 인지도는 아주 낮다. 제주도의 향토음식인 아강발은 족발과 비슷하면서도 조금 더 쫄깃한 식감을 내는데, 일반적인 족발과 조금 다른 부위를 사용하기 때문이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/19/85714/92788/c/%EC%95%84%EA%B0%95%EB%B0%9C-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6516,,,,,미쓰신아강발,0647239245,제주특별자치도 제주시 고마로 131,20201005,"아강발, 아강발탕, 아강발국, 족발, 미니족발",20221230
