DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
368,국내 유일의 다리 문화축제 '영도다리축제',"영도다리축제는 국내 유일의 다리 문화축제이다. 축제가 개최되는 영도대교는 2006년 11월 한국 근현대사의 상징적인 건축물로 평가받아 부산광역시 기념물 제56호로 지정되었다. 영도다리축제의 주요 프로그램으로는 물양장 메인무대에서 펼쳐지는 개막 행사와 국내외 공연팀이 참가하는 국제거리예술공연, 영도 골목을 소재로 한 영도스토리골목퍼레이드가 있다. 영도다리축제는 과거와 현재를 동시에 체험할 수 있는 참여형 축제이다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/51/30105/16032/c/005_2019-제-27회-부산영도다리축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/207,부산광역시,영도구,부산 영도구 대교동1가 20,영도다리 퍼레이드,"타악 연주단, 영도합창단이 영도방면에서 건너와 의례행사를 치루고 영도다리 메인축제 무대로 향하는 것이다. 해상퍼레이드도 함께 진행된다.",20191018,"부산, 영도, 다리, 축제, 부산대교, 물양장",20220930
369,병인양요에 탈취된 외규장각의 역사를 기념하는 ‘삼랑성역사문화축제’,"인천광역시 강화군 전등사에서 병인양요 때 탈취된 외규장각 문서 반환의 역사적 공감대를 확산하고, 병인양요 때 사망한 전몰장병의 영혼을 위무하기 위해 ‘삼량성역사문화축제’를 연다. 전등사 앞에 위치한 삼랑성에는 단군의 세 아들이 쌓았다는 전설이 어려 있다. 전등사는 고구려 소수림왕대에 아도화상이 건립한 불교예술의 공간으로 유구한 역사와 문화 전통을 다각도 감상할 수 있는 역사문화축전이다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/244/30299/18394/c/139_-삼랑성역사문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/1184,인천광역시,강화군,인천광역시 강화군 길상면 전등사로 37-41,영산대제,인천 강화 지역의 호국영령을 위한 위령제로 해마다 지역의 순국선열을 발굴해 봉행한다.,20200205,"삼랑성, 병인양요, 외규장각, 전몰장병, 전등사",20220930
370,소수서원과 선비촌에서 개최되는 '영주한국선비문화축제',"영주한국선비문화축제는 선비의 고장 영주에서 개최되는 축제이다. 영주한국선비문화축제는 정신문화가치로서 ‘선비정신’을 지속적으로 계승 발전시키고자 한다. 영주한국선비문화축제는 매년 5월 영주시 소수서원과 선비촌 일원에서 개최되며, 축제 기간 동안 소수서원을 야간에도 개방하며, 전국 한시 백일장도 개최한다. 선비의 멋과 풍류, 호연지기를 느낄 수 있는 축제이다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/104/30158/17025/c/050_2019-영주한국선비문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/315,경상북도,영주시,경상북도 영주시 순흥면 청구리 357번지,영주한국선비문화축제 공연,"관광객 맞이 전통공연, 축하공연, 농악놀이 등 다양한 공연이 준비되어있다.",20191021,"영주, 선비, 축제, 소수서원, 선비촌, 안향",20220930
371,국내 최초 예술제이자 진주 남강 유등축제와 함께하는 ‘개천예술제’,"경상남도 진주시의 예총진주지부는 1949년에 정부수립과 실질적인 독립 1주년을 기리고, 예술문화의 발전을 위해 영남예술제를 개최했다. 이는 우리나라 최초의 예술제였다. 영남예술제는 1959년 개천예술제로 개명해서 지금까지 이어오고 있다. 임진왜란 당시 김시민 목사가 이끈 진주대첩을 소재로 다양한 퍼포먼스와 공연이 열리며, 진주시민들은 가장행렬과 경연대회 등에 참가하여 축제를 즐긴다. 예술제 기간 동안 진주 남강에서는 유등축제가 열리며, 진주대첩과 진주목사 부임행차를 재현하는는 등 볼거리가 풍부하다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/240/30294/18388/c/193_-제69회개천예술제-thumb.jpg,https://ncms.nculture.org/local-festival/story/93,경상남도,진주시,경상남도 진주시 본성동 10-4,예술경연,"해마다 뛰어난 역량을 지닌 신인예술인을 발굴하는 행사이다. 국악부, 무용부, 문학부, 미술부, 사진부, 연극부, 연예부, 음악부, 시조경창부로 나눠져 여러 경연을 펼치게 되며 그에 따른 시상 또한 주어진다.",20191017,"독립기념, 유등축제, 성화채화, 호국타종, 진주목사 부임행차, 진주대첩 재현",20220930
372,성북세계음식축제 누리마실(성북다문화음식축제),"2008년 처음 시작된 성북세계음식축제 누리마실은 음식을 매개로 한 문화다양성 축제이다. 다양한 세계음식을 맛볼 수 있고, 문화다양성을 콘셉트로 한 거리 퍼레이드, 친환경 캠페인 등이 진행된다. 성북구가 주최하고, 성북문화재단 등이 주관하며 매년 5월에 성북구 성북로 일대에서 개최된다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/125/30179/17046/c/072_2019-성북세계음식축제-누리마실-thumb.jpg,https://ncms.nculture.org/local-festival/story/177,서울특별시,성북구,서울특별시 성북구 성북로 37,예술로 함께 할 궁리,"시인 조지훈의 세 번째 이야기, 캔 숲으로 가다, 광장 목소리, 조건부 초대 명단에 있는 손님 등 더 많은 프로그램들이 준비되어있으며 축제의 심리적, 물질적 접근장벽을 낮추기위해 해결방안을 모색중이다.",20191018,"성북, 다문화, 음식, 누리마실, 축제",20220930
373,진상품 바치던 나루터에서 열리는 '여주오곡나루축제',여주오곡나루축제는 조선시대 임금님께 진상품을 바치던 조포나루터에서 즐기는 추억여행이다. ‘여주쌀·고구마축제’를 2013년에 여주오곡나루축제로 개칭하였다. 여주오곡나루축제에서는 대형 가마솥 12개에서 지은 햅쌀밥으로 만든 비빔밥을 다함께 나눠 먹고 소금과 숯가루를 한지에 싸서 불을 붙이는 은하수 낙화놀이가 유명하다. 이 모두를 주민들이 기획하고 진행하는 여주오곡나루축제는 농업관광형 축제일 뿐만 아니라 실질적으로 농업인들의 소득증대에 기여하고 있다.,지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/68/30122/16056/c/021_2019-여주오곡나루축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/235,경기도,여주시,경기도 여주시 천송동 296-1,오곡거리,여주 각종 농산물 연구회들이 부스로 참가하고 지역 예술가들도 부스로 참가하여 사람들의 볼거리 선택지가 다양하다.,20191018,"여주, 오곡, 나루, 축제, 특산물, 진상품, 고구마",20220930
374,한국과 세계 각국의 탈춤을 한 자리에서! '안동국제탈춤페스티벌',"1997년에 처음 개최된 안동국제탈춤페스티벌은 하회별신굿탈놀이를 모태로 지역성과 축제성, 변별성을 지닌 축제이다. 매년 9월 마지막주에 열흘 동안 한국탈춤과 외국탈춤을 마음껏 감상할 수 있다. 안동국제탈춤페스티벌에서는 하회별신굿탈놀이를 비롯한 12개 중요무형문화재단체의 공연과 대만, 러시아, 필리핀 등 여러 국가의 탈춤공연을 한자리에서 즐길 수 있으며 선유줄불놀이, 강신마당, 안동놋다리밟기 같은 민속놀이에도 참여할 수 있다. 한국을 대표하는 문화콘텐츠로 자리를 잡았다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/102/30156/17022/c/048_2019-안동국제탈춤페스티벌-thumb.jpg,https://ncms.nculture.org/local-festival/story/309,경상북도,안동시,경상북도 안동시 운흥동 300-15,오광대놀이,"가산오광대, 고성오광대, 김해오광대에서 각각 참여해 탈춤을 벌인다. 오랜 전통의 탈춤을 가까이서 접할 수 있다.",20191021,"안동, 탈춤, 축제, 하회마을, 도산서원, 전통문화, 글로벌축제",20220930
375,6·25전쟁에 참가한 유엔군과 한국 청년의 넋을 기리는 ‘오륙도평화축제’,"부산광역시 남구에서는 세계평화특구인 남구의 정체성에 부합하는 축제를 연다. 대표 명승지인 6·25 전쟁에 참전했던 유엔군과 한국 청년의 넋을 위무하는 행사이다. 전쟁의 참상을 알려 평화를 기리기 위한 목적으로 1997년에 10월에 첫 행사를 거행해 오늘에 이른다. 남구의 명물인 명승지 오륙도의 풍광도 보고, 평화수호거리에서 세계평화의 중요성과 평화수호자로서의 명분을 찾아보는 다양한 볼거리, 체험행사로 꾸며진다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/243/30297/18391/c/138_-2019-오륙도평화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/1183,부산광역시,남구,부산 남구 대연동 707,오륙도 평화 가족 가요제,"함께 노래하며 화합과 감사를 전하자는 취지로 기획된 가족, 이웃, 친구, 동문, 모임 등 2인 이상이면 참가가 가능한 노래경연대회이다.",20200205,"오륙도, 6.25전쟁, 참전용사, 평화공원",20220930
376,오름에 불을 놓는 '제주들불축제',"제주들불축제는 제주시가 주최하고, 제주시관광축제추진협의회가 주관하며 매년 경칩을 맞는 주말에 개최되는 테마축제이다. 들불놓기는 해충과 해묵은 풀을 없애는 것으로 제주의 옛 목축문화를 현대적인 감각에 맞게 승화?발전시킨 축제가 제주들불축제이다. 제주들불축제는 ‘기념, 공연, 체험, 경연, 기타’ 행사와 민속장터로 구성된다. 외국인들의 참여가 높은 편이라고 한다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/111/30165/17032/c/058_-2019-제주들불축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/359,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 봉성리 산59-8,오름 불놓기,"제주들불축제의 핵심 콘텐츠인 오름불놓기를 연출한다. 들불놓기란 봄이 오기 전, 목축지에 불을 지펴 해충, 진드기를 없애는 제주 목축문화인데 이를 현대적으로 재해석한 것이 오름불놓기이다.",20191021,"제주, 들불, 축제, 목춘문화, 방애, 오름",20220930
377,대학로에서 공연을 즐기자! 대학로 거리공연축제,"대학로 거리공연축제는 대한민국의 문화예술의 중심지이며 소극장이 밀집되어 있는 서울 대학로를 활성화하고, 국내외 관광객들이 수준 높은 공연을 즐길 수 있는 기회를 제공하고자 2001년 ‘마토마일(마지막 주 토요일, 일요일)’이라는 소극장 축제로 시작되었다. 2007년부터는 그 명칭을 대학로 거리공연축제로 변경하여 지금까지 개최되고 있으며, 2015년부터 지역대표공연예술제로 선정되었다. 대학로의 소극장 뿐 아니라 거리 자체도 무대라는 테마로 모든 장소를 극장화하였으며, 예술가뿐 아니라 일반인들도 무대에 설 수 있는 콘텐츠를 만들고 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/166/30220/17133/c/111_2019-대학로-거리공연축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/430,서울특별시,종로구,서울 종로구 동숭동 1-119,오방 <북청사자놀음>,벽사진경의 잡귀를 물리치고 좋은 기운을 받아들인다는 의미로 북청사자놀음만의 특유의 춤사위와 즉흥성으로 관객과 함께 할 수 있는 모두가 소통하고 즐길 수 있는 공연. (2022),20191021,"거리, 소극장, 공연, 예술, 장르",20220930
378,울릉도에서 오징어로 할 수 있는 모든 것 ‘울릉도오징어축제’,"경상북도 울릉군 울릉읍에서 지역특산물인 오징어를 주제로 해마다 8월에 개최하는 축제이다. 울릉도의 비경을 배경으로 다양한 오징어 요리를 먹어보고, 오징어를 직접 잡아볼 수 있으며, 오징어에 관한 전시, 학술대회 등의 다양한 콘텐츠가 마련되어 있다. 오징어를 오감(五感) 만족의 대상으로 삼아 다양한 콘텐츠를 즐기며, 비경의 울릉도를 만끽할 수 있는 축제이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/239/30293/18387/c/192_-2019-울릉도-오징어-축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/89,경상북도,울릉군,경상북도 울릉군 울릉읍 저동리 48-7,오징어 3종경기,"3종 경기는 냉동오징어 분리하기, 배따기, 끼우기로 구성되어 있다.",20191017,"울릉도, 오징어, 땟목타기",20220930
379,울릉도에서 오징어로 할 수 있는 모든 것 ‘울릉도오징어축제’,"경상북도 울릉군 울릉읍에서 지역특산물인 오징어를 주제로 해마다 8월에 개최하는 축제이다. 울릉도의 비경을 배경으로 다양한 오징어 요리를 먹어보고, 오징어를 직접 잡아볼 수 있으며, 오징어에 관한 전시, 학술대회 등의 다양한 콘텐츠가 마련되어 있다. 오징어를 오감(五感) 만족의 대상으로 삼아 다양한 콘텐츠를 즐기며, 비경의 울릉도를 만끽할 수 있는 축제이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/239/30293/18387/c/192_-2019-울릉도-오징어-축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/89,경상북도,울릉군,경상북도 울릉군 울릉읍 저동리 48-7,오징어 맨손잡기,"2004년 제4회 축제에서 처음 선을 보였던 ‘오징어 맨손잡기대회’. 오징어뿐만 아니라 방어, 광어, 도다리 등 자연산 수산물을 풀어놓고 맨손으로 잡는 체험이다.",20191017,"울릉도, 오징어, 땟목타기",20220930
380,허준이 태어난 강서구 가양동에서 열리는 허준축제,"허준축제는 서울특별시 강서구 가양동 허가바위를 중심으로 1999년부터 개최된 축제이다. 강서구는 허준이 태어난 옛 양천이고, 가양동 허가바위 일대는 허준이 『동의보감』을 저술한 지역이다. 조선시대 명의였던 허준을 기리고 동양최고의 의학서적인『동의보감』을 알리는 취지에서 개최된 이 축제에서는 진맥과 처방, 약초 구입 등을 할 수 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/163/30217/17130/c/106_-2019-허준축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/810,서울특별시,강서구,서울 강서구 가양동 1471,오페라 공연 - '놀부를 만난 허준',오페라 '놀부를 만난 허준'은 마당놀이를 접목한 풍자적 공연으로 동의보감 신형편의 내용을 그 바탕으로 한다.,20191202,"허준, 동의보감, 의성",20220930
